Item_ID,Creator_Credentials,Creator_Type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,JAMA_Authorship,JAMA_Attribution,JAMA_Disclosure,JAMA_Currency,Notes
TT-13,Fitness Model / Virtual Personal Trainer,Certified fitness professional,3,3,4,1,2,3,1,1,3,3,1,1,1,1,1,2,Y,N,N,Y,Tallest Ezemba; bio states fitness model and virtual personal trainer and natural bodybuilder; home ab workout; 1.4M views; demonstrates exercises but minimal explanation in caption
TT-14,Chiropractor (Dr.),Healthcare professional,3,3,3,1,2,2,1,1,2,3,1,1,2,1,1,2,Y,N,N,Y,Dr. Eric Berg; chiropractor with massive following (14M YouTube subs); claims best exercise for flat stomach; tends toward clickbait; no citations; Healthy Keto movement creator
TT-15,None identified,General user,3,2,3,1,2,1,1,1,2,3,1,1,1,1,1,2,N,N,N,Y,Raw Wisdom; mindset/motivation account; exercise compilation with many hashtags; no credentials; caption is purely hashtag-driven; unclear exercise guidance; potentially misleading title
TT-16,None identified (claims coach),Fitness influencer,4,4,4,1,2,3,1,1,4,3,1,1,2,2,1,3,N,N,N,Y,Better You Better Society; detailed 4-day dumbbell workout split with specific exercises listed; coaching offered via DM; no formal cert abbreviations; good structure
TT-17,None identified,General user,3,3,4,1,2,2,1,1,2,3,1,1,2,1,1,2,N,N,N,Y,KayFitness; personal weight loss journey (75 lbs down); no gym no equipment approach; free meal plans in bio; no formal credentials; motivational/transformation content
TT-18,None identified,General user,3,3,4,1,2,3,1,1,3,3,1,1,2,1,1,2,N,N,N,Y,Jaime (mindbodyjaime); midsize mom; 130 lb weight loss journey; under 15 min home workouts; relatable content; no formal credentials; realistic approach mentioned
TT-19,None identified,Fitness influencer,3,3,4,1,2,2,1,1,3,3,1,1,2,1,1,2,N,N,N,Y,Mackenzie Wells; promotes fitness app/challenge; full body workout with detailed exercise list visible on screen; no credentials; commercial focus with free trial offer
TT-20,Chiropractor (Dr.),Healthcare professional,3,3,3,1,2,2,1,1,2,3,1,1,2,1,1,2,Y,N,N,Y,Dr. Eric Berg again; same creator as TT-14; best exercise for flat stomach; promotes free daily routine checklist; no scientific citations; clickbait style
TT-21,None identified (Fitness app founder),Fitness influencer,4,3,4,1,2,2,1,1,3,2,1,1,1,1,1,2,N,N,Y,Y,Hayley Madigan; founder of Grow Girl app; Oner Active ambassador with discount code HAYLEY; upper body workout; brand partnerships visible; no formal cert abbreviations
TT-22,None identified,General user,3,3,3,1,2,2,1,1,2,2,1,1,1,1,1,2,N,N,N,Y,Matt Kitson; heavy duty training (Mike Mentzer style); bodybuilding content; Bible verse in bio; no credentials; screenshot mostly obscured by loading overlay
TT-23,None identified,Fitness influencer,4,3,4,1,2,3,1,1,4,3,1,1,2,1,1,3,N,N,Y,Y,Lucy Healy duplicate (same as TT-08); beginner calisthenics workout; Gymshark/GORNATION sponsorship; no formal credentials; good exercise demonstration
TT-24,Studio Manager / Head Instructor (Pilates),Certified fitness professional,4,3,4,1,2,3,1,1,3,3,1,1,2,2,1,3,Y,N,Y,Y,pilatesbysteph; Studio Manager and Head Instructor; strength and pilates combined; Muscle Republic discount code visible; low engagement (1987 views); professional background
TT-25,None identified,Fitness influencer,4,4,4,1,3,3,1,1,4,3,1,1,2,2,1,3,N,N,N,Y,tonedwithcristina duplicate (same as TT-05); detailed superset strength workout; specific reps and sets; good beginner structure; no formal credentials
TT-26,Personal Trainer,Certified fitness professional,4,4,4,1,2,4,1,2,4,4,1,2,3,2,2,3,Y,N,N,Y,Tracy Steen; Personal Trainer stated in bio/name; discusses aging and muscle loss; mentions metabolism and bone health; more educational than typical TikTok; addresses why lifting matters
TT-27,Personal Trainer / Fitness Coach,Certified fitness professional,5,4,5,1,2,4,1,1,4,3,1,1,2,3,2,3,Y,N,N,Y,Jordan Morgan duplicate (same as TT-10); FITNESS COACH; detailed beginner full body workout; excellent structure with sets/reps/rest guidance; very high engagement
TT-28,None identified,Organization,3,3,4,1,1,3,1,1,3,2,1,1,1,1,1,2,N,N,N,Y,WeShape; fitness organization/app; beginner push-up progressions; "Move better feel better" tagline; older post (2022); foundation building approach
TT-29,None identified,Fitness influencer,3,3,4,1,1,3,1,2,3,2,1,1,2,2,2,2,N,N,N,Y,Britany Williams; realistic approach to fitness and motherhood; emphasizes core strength/balance/coordination before heavy lifts; mentions proper form; older post (2022); low engagement
TT-30,Exercise Scientist / Strength Coach,Healthcare professional,4,4,4,2,2,4,2,2,3,3,2,1,3,3,3,3,Y,N,N,Y,Annie Short; Strength Coach and Exercise Scientist with hEDS; 5-step approach for beginners with hypermobility; mentions YouTube for more resources; evidence-informed approach; addresses specific population
TT-31,None identified,General user,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,N,N,N,Y,jennaazer08; caption "#forschoolpurposes #fyp"; blue screen with no visible PA content; appears to be a student posting for school; minimal content; very low engagement
TT-32,Board Certified Pediatrician (MD),Healthcare professional,4,4,4,2,2,4,1,1,3,3,1,1,2,1,1,3,Y,N,N,Y,Dr. Michelle; Board Certified Pediatrician stated in bio; physical activity guidelines for kids; age-appropriate recommendations; professional medical credentials clear
TT-33,Doctor of OT (Occupational Therapy),Healthcare professional,4,4,4,2,2,4,1,1,3,4,1,1,4,2,2,3,Y,N,N,Y,Shannon (mamaot_shannon); Doctor of OT and Mom; discusses PA for emotional regulation in toddlers/preschoolers; mentions sleep/appetite/attention benefits; evidence-informed content
TT-34,MSc / PhD Candidate,Healthcare professional,4,3,3,2,1,4,2,2,2,3,1,1,2,3,2,3,Y,N,N,Y,Katie MSc; PhD Candidate; host of All Ways Active Podcast; discusses what counts as physical activity; academic credentials; older post (2022); educational approach
TT-35,None identified,Organization,2,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,N,N,N,Y,HolisticHealth and Wellness account; very brief PA content; animated/illustration style; minimal information; low engagement; no credentials; generic health account
TT-36,MS Dietetics / RD2B (Registered Dietitian candidate),Healthcare professional,4,3,3,2,2,4,1,2,2,2,1,1,2,2,2,3,Y,N,N,Y,JacobFoods; MS Dietetics and RD2B; questions whether PA guidelines are the problem; critical/analytical approach; uses greenscreen format; academic credentials visible
TT-37,None identified,Organization,3,3,3,1,2,3,1,1,3,2,1,1,2,1,1,2,N,N,N,Y,dalyexercise; PE activity (cone collectors game); focused on coordination/balance/teamwork for children; physical education content; organizational account; describes game rules in detail
TT-38,None identified,Organization,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,N,N,N,Y,Genius Aulad Kubang Kerian; Malaysian preschool; children doing physical activity exercises; educational institution content; not focused on PA information quality; minimal health info
TT-39,National Presenter / PE Consultant,Certified fitness professional,3,3,3,1,2,3,1,1,3,2,1,1,1,2,1,2,Y,N,N,Y,Carrie Flint; National Presenter for PE and APE; consulting/professional development; dynamic warm-up for PE classes; professional educator; links to website
TT-40,None identified,Organization,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,N,N,N,Y,Little Caliphs Hulu Langat; Islamic kindergarten; toddler physical development (gripping/walking); preschool activity video; not PA information content; minimal health guidance
TT-41,None identified,General user,3,2,3,1,2,2,1,1,2,2,1,1,1,1,1,2,N,N,N,Y,IG uioloveven01; 3-min abs workout for beginners at home; self-described as "not professional" in caption; basic exercise demonstration; low production quality
TT-42,None identified (claims Strength x Pilates Coach),Fitness influencer,4,3,4,1,2,3,1,1,3,3,1,1,2,2,1,3,N,N,N,Y,Courteney Fisher (justtcocoo); Strength x Pilates Coach; 6 week challenge promotion; full body combo workout with dumbbells; high engagement (1.4M views); no formal cert abbreviations
TT-43,None identified,General user,2,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,N,N,N,Y,diana.and.vlog; wellness/yoga/pilates content; hashtag-heavy caption; person sitting on yoga mat; minimal substantive PA information; general lifestyle content
TT-44,Fitness Model / Content Creator,Fitness influencer,3,3,4,1,2,2,1,1,3,2,1,1,1,1,1,2,N,N,N,Y,You1stlondon; fitness model and content creator; abs routine for home; week 1 vs week 4 comparison shown; no formal credentials; demonstrates exercises
TT-45,None identified,Fitness influencer,3,3,4,1,2,2,1,1,3,3,1,1,2,2,1,2,N,N,Y,Y,sashalusslover; Pilates Girl / Fitness and Wellness; toned legs workout split at home; mentions rest days; SCUFFERS brand partnership visible; YouTube channel mentioned for full videos
TT-46,NASM CPT and CNC,Certified fitness professional,4,4,4,1,2,4,1,1,4,4,2,1,3,2,2,3,Y,N,N,Y,Cristina Colyer (ccristina_fit); NASM CPT and CNC (Certified Nutrition Coach); dumbbell workouts for busy moms; discusses deep core/transverse abdominis; mentions spine stabilization and back pain; most educational TikTok in set
TT-47,None identified,Fitness influencer,3,3,4,1,2,2,1,1,3,3,1,1,1,1,1,2,N,N,Y,Y,Ariel Yu; 3-min full body workout; partnership with Be Simple visible; high engagement (1.5M views); basic workout demonstration; no credentials
TT-48,None identified,Fitness influencer,3,3,3,1,2,2,1,1,3,2,1,1,1,1,1,2,N,N,Y,Y,ste_calisthenics (Stefano Bertola); 18 years old; how to get 6-pack abs at home; GORNATION and gymbeam discount codes; brand partnerships; calisthenics focus; no formal credentials
TT-49,None identified (claims online coaching),Fitness influencer,4,4,4,1,2,3,1,1,4,3,1,1,2,2,1,3,N,N,N,Y,StrongWithRoman (romantrains); full abs beginner workout with no equipment; very detailed exercise list with sets/reps; 1.7M views; online coaching offered; well-structured content
TT-50,Fitness coach (self-described),Fitness influencer,3,3,3,1,2,2,1,1,2,2,1,1,1,1,1,2,N,N,N,Y,naturallydmarie; fitness coach in bio; 30-day abs challenge (100 reps/day); March challenge format; low engagement; basic challenge content without detailed guidance
